to_day,meter_number,street,side,district,manufacturer,model,rate,from_day,block_limits,from_time,to_time,limit_hr,limit_min,timer,status,installed,maintenance_route
SAT,5417112,S 65,E,54,D-E,80,$1.00,MON,2101,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417113,S 65,E,54,D-E,80,$1.00,MON,2101,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417120,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417121,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417122,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417123,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417124,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417125,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417126,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417127,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417128,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5417129,WOODLAND AVE,N,54,D-E,80,$1.00,MON,6501,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418001,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418001,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418001,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418002,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418002,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418002,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418003,WOODLAND AVE,S,54,D-E,80,$0.50,MON,6000,1000A,0600P,2,,2HR-MC,"R		",01/01/1960,6-SWP
THU,5418004,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418004,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418004,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418005,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418005,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418005,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418006,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418006,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418006,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418007,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418007,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418007,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418008,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418008,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418008,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418009,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418009,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418009,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418010,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418010,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418010,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418011,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418011,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418011,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418012,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418012,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418012,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418013,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418013,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418013,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418014,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418014,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6000,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418014,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6000,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418017,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418017,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418017,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418018,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418018,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418018,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418019,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418019,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418019,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418020,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418020,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418020,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418021,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418021,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418021,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418022,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418022,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418022,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418023,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418023,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418023,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418024,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418024,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418024,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418025,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418025,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418025,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418026,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418026,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418026,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418027,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418027,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6100,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418027,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6100,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418030,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418030,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6200,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418030,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418031,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418031,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6200,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418031,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418032,FELTON,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418033,FELTON,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418034,FELTON,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418035,FELTON,E,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418038,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418038,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6200,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418038,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418039,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418039,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6200,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418039,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418040,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418040,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6200,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418040,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418041,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418041,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6200,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418041,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418042,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418042,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6200,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418042,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418045,S 63,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418046,S 63,E,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418047,S 63,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418048,S 63,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418051,S 63,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418052,S 63,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418053,S 63,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418054,S 63,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418055,S 63,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418056,S 63,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418057,S 63,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418058,S 63,W,54,D-E,80,$1.00,MON,2200,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418061,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418061,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418061,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418062,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418062,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418062,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418063,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418063,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418063,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418064,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418064,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418064,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418065,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418065,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418065,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418066,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418066,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418066,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418067,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418067,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418067,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418068,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418068,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418068,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418071,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418071,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418071,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418072,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418072,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418072,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418073,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418073,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418073,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418074,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418074,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418074,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418075,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418075,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418075,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418076,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418076,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418076,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418077,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418077,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418077,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418078,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418078,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6300,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418078,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6300,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418081,S 64,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418082,S 64,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418083,S 64,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418084,S 64,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418085,S 64,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418086,S 64,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418087,S 64,E,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418090,S 64,W,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418091,S 64,W,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418092,S 64,W,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418093,S 64,W,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418094,S 64,W,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418095,S 64,W,54,D-E,80,$1.00,MON,2201,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418098,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6400,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418098,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6400,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418098,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6400,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418099,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6400,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
FRI,5418099,WOODLAND AVE,S,54,D-E,80,$1.00,FRI,6400,1000A,0900P,2,,2HR-MC,"I		",01/01/1960,6-SWP
SAT,5418099,WOODLAND AVE,S,54,D-E,80,$1.00,SAT,6400,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
THU,5418100,WOODLAND AVE,S,54,D-E,80,$1.00,MON,6400,1000A,0600P,2,,2HR-MC,"I		",01/01/1960,6-SWP
