to_day,meter_number,street,side,district,manufacturer,model,rate,from_day,block_limits,from_time,to_time,limit_hr,limit_min,timer,status,installed,maintenance_route
SAT,6621162,S 5,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621163,S 5,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621164,S 5,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621166,S 5,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621167,S 5,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621168,S 5,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621171,SOUTH,S,66,D-E-HP,80,$1.50,SUN,400,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621171,SOUTH,S,66,D-E-HP,80,$1.50,SUN,400,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621172,SOUTH,S,66,D-E,80,$1.50,SUN,400,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621172,SOUTH,S,66,D-E,80,$1.50,SUN,400,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621173,S PASSYUNK AVE,W,66,D-E-HP,80,$2.50,MON,600,0900A,0900P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621174,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621175,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621176,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621177,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621178,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621179,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621180,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621181,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621182,S PASSYUNK AVE,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621185,SOUTH,S,66,D-E,80,$2.00,SUN,400,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621186,SOUTH,S,66,D-E,80,$2.00,SUN,400,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621187,SOUTH,S,66,D-E,80,$1.50,SUN,400,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621187,SOUTH,S,66,D-E,80,$1.50,SUN,400,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621188,SOUTH,S,66,D-E,80,$1.50,SUN,400,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621188,SOUTH,S,66,D-E,80,$1.50,SUN,400,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621189,SOUTH,S,66,D-E,80,$1.50,SUN,400,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621189,SOUTH,S,66,D-E,80,$1.50,SUN,400,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621190,SOUTH,S,66,D-E,80,$1.50,SUN,400,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621190,SOUTH,S,66,D-E,80,$1.50,SUN,400,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621191,SOUTH,S,66,D-E,80,$1.50,SUN,400,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621191,SOUTH,S,66,D-E,80,$1.50,SUN,400,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621192,SOUTH,S,66,D-E,80,$1.50,SUN,400,0900A,0400P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621192,SOUTH,S,66,D-E,80,$1.50,SUN,400,0400P,1000P,3,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621198,S 4,W,66,D-E,80,$2.50,MON,600,0900A,0900P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621199,S 4,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621200,S 4,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621201,S 4,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621202,S 4,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621203,S 4,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621204,S 4,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621205,S 4,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621208,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621209,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621210,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621211,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621212,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621213,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621214,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621215,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621216,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621217,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621218,BAINBRIDGE,N,66,D-E,80,$2.50,MON,401,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621221,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621222,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621223,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621224,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621225,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621226,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621227,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621228,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621229,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621230,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621231,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621232,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621233,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621234,BAINBRIDGE,S,66,D-E,80,$2.00,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621235,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621236,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621237,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621238,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621239,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621240,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621241,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621242,BAINBRIDGE,S,66,D-E,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621243,BAINBRIDGE,S,66,D-E-HP,80,$2.50,MON,400,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621246,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621247,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621248,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621249,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621250,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621251,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621252,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621253,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621254,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621255,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621256,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621257,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621258,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621261,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621262,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621263,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621264,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621265,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621266,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621267,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621268,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621269,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621270,S 4,W,66,D-E,80,$2.50,MON,700,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621273,S 5,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621274,S 5,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621275,S 5,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621278,S PASSYUNK AVE,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621279,S PASSYUNK AVE,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621280,S PASSYUNK AVE,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621281,S PASSYUNK AVE,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6621282,S PASSYUNK AVE,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621283,S PASSYUNK AVE,E,66,D-E,80,$2.50,MON,701,0800A,0600P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6621384,S 4,W,66,D,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622001,SOUTH,S,66,D-E,80,$1.00,SUN,100,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622002,SOUTH,S,66,D-E,80,$1.00,SUN,100,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622003,SOUTH,S,66,D-E-HP,80,$1.00,SUN,100,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622004,SOUTH,S,66,D-E,80,$1.00,SUN,100,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622005,SOUTH,S,66,D-E,80,$1.00,SUN,100,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622006,SOUTH,S,66,D-E,80,$1.00,SUN,100,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622010,S 2,E,66,D-E,80,$2.50,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622011,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622012,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622013,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622014,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622015,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622016,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622017,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622018,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622019,S 2,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622023,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622024,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622025,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622026,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622027,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622028,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622029,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622030,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622031,S 2,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622032,S 2,W,66,D-E,80,$2.50,MON,600,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622034,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622035,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622036,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622037,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622038,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622039,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622040,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622041,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622042,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622043,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622044,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622045,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622046,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622047,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622048,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622049,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622050,SOUTH,S,66,D-E,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622051,SOUTH,S,66,D-E-HP,80,$2.00,SUN,200,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622054,S 3,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622055,S 3,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622056,S 3,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622058,S 3,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622059,S 3,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622060,S 3,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622061,S 3,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622064,S 3,W,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/31/1968,2-SEQ
SAT,6622065,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622066,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622067,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622068,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622069,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622070,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622071,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622072,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622073,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622074,S 3,W,66,D-E,80,$2.00,MON,600,0900A,0900P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622078,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622079,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622080,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622081,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622082,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622083,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622084,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622085,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/31/1968,2-SEQ
SAT,6622089,SOUTH,S,66,D-E,80,$2.00,SUN,300,0900A,1000P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622092,S 4,E,66,D-E-HP,80,$2.00,MON,601,0900A,0900P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622093,S 4,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622094,S 4,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622095,S 4,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622096,S 4,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622097,S 4,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622098,S 4,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622099,S 4,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622100,S 4,E,66,D-E,80,$2.00,MON,601,0900A,0900P,2,,2HR,"R		",01/01/1984,2-SEQ
SAT,6622101,BAINBRIDGE,N,66,D-E-HP,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622102,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622103,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622104,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622105,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622106,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622107,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622108,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622109,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622110,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622111,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622112,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622113,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622114,BAINBRIDGE,N,66,D-E,80,$2.50,MON,301,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622117,BAINBRIDGE,S,66,D-E,80,$2.50,MON,300,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
SAT,6622118,BAINBRIDGE,S,66,D-E,80,$2.50,MON,300,1000A,0600P,2,,2HR,"I		",01/01/1984,2-SEQ
